,标题,链接,总价,均价,位置1,位置2,房屋户型,房本面积,房屋朝向,一手房源,所在楼层,装修情况,产权年限,建筑年代,小区名,小区均价,物业费,容积率,绿化率,车位信息
776,龙湖首开景粼原著 4室2厅2卫 环境优美 品质小?,https://xm.58.com/ershoufang/44444275739137x.shtml,330,37079元/㎡,集美,"凤泉中路,近双桥路",4室2厅2卫,89.0㎡,南, 是 ,,简单装修,70年产权,2020年,龙湖首开景粼原著,47647.0元/㎡,4.8元/平米/月,1.8,30,912
777,城东豪装四房两厅三卫楼中楼南北通透 满二岳口小学?,https://xm.58.com/ershoufang/44325071803175x.shtml,330,37038元/㎡,同安,九曜山家园1-11号,4室2厅3卫,89.1㎡,南, 否 ,高层(共19层),豪华装修,70年产权,2011年,古龙御园,36928.0元/㎡,2.2元/平米/月,1.81,49,80
778,3室2厅2卫 136.0平米 335.00万元?,https://xm.58.com/ershoufang/44380813208604x.shtml,335,24633元/㎡,翔安,祥吴六里1-48号,3室2厅2卫,136.0㎡,南北, 否 ,中层(共25层),精装修,,2013年,美地雅登祥吴六里,26762.0元/㎡,1.2元/平米/月,2.5,38,400
779,本周必买楼房 客厅南北通透 楼层适宜 采光佳 特?,https://xm.58.com/ershoufang/44457531292192x.shtml,180,20572元/㎡,翔安,"五星一里1-10号,五星二里1-13号,五星三里1-10号,五星五里1-10号,五星六里1-27号,五星七里1-13号",2室2厅1卫,87.5㎡,南, 否 ,中层(共17层),毛坯,70年产权,2014年,特房锦绣祥安,21404.0元/㎡,1.2元/平米/月,2,35,500
780,南北通透 满二 东方巴黎 精装修 568万 房东?,https://xm.58.com/ershoufang/44468400624157x.shtml,568,71000元/㎡,思明,金榜路102-146号,3室2厅1卫,80.0㎡,南北, 否 ,中层(共7层),精装修,70年产权,2005年,东方巴黎,65151.0元/㎡,2.1元/平米/月,3,36,600
781,业主急售 一线湖景三房 小区配套成熟 交通便利 ?,https://xm.58.com/ershoufang/44278775304742x.shtml,75,8783元/㎡,厦门周边,南滨大道389号,3室2厅1卫,85.4㎡,南, 否 ,高层(共32层),毛坯,70年产权,2015年,永鸿厦门湾南岸,9532.0元/㎡,1.9元/平米/月,3.31,25,1513
782,小覃推好房 中海新出好房 南北通透 高层 读杏北?,https://xm.58.com/ershoufang/44458876830850x.shtml,245,25521元/㎡,集美,锦园东二里18-27号,3室2厅1卫,96.0㎡,南北, 否 ,中层(共34层),精装修,70年产权,2015年,中海锦城国际(一期),24939.0元/㎡,2.9元/平米/月,2.59,33,500
783,厦门西角美世家动车站旁首付10万起读双十中学?,https://xm.58.com/ershoufang/44457113292678x.shtml,118,15734元/㎡,厦门周边,同发路,3室2厅1卫,75.0㎡,南, 是 ,中层(共27层),毛坯,70年产权,2019年,角美大唐世家,16292.0元/㎡,0.0元/平米/月,3,30.1,1371
784,厦港街道 4室3厅2卫 64.0平米 418.0?,https://xm.58.com/ershoufang/44380154609796x.shtml,418,65313元/㎡,思明,不见天2-39号,4室3厅2卫,64.0㎡,南北, 否 ,高层(共7层),简单装修,,1986年,不见天,58463.0元/㎡,0.0元/平米/月,0,0,50
785,低总价200万住随变户型 神户可以装修四个房间 ?,https://xm.58.com/ershoufang/44480443946655x.shtml,200,34525元/㎡,翔安,洪琳湖五里1-12号,2室2厅2卫,57.93㎡,南, 否 ,高层(共25层),毛坯,70年产权,2015年,联合博学园(一期),31219.0元/㎡,1.7元/平米/月,2.2,40,500
786,309万 4室3厅 南北通透 满二  住房 99?,https://xm.58.com/ershoufang/44145627478679x.shtml,309,31034元/㎡,同安,凤祥五里101-132号,4室3厅3卫,99.57㎡,南北, 否 ,低层(共30层),精装修,70年产权,2013年,厦航高郡,34092.0元/㎡,1.2元/平米/月,2.25,38,40
787,哇！炸啊！新出边套！价格优！格局好使用150平！?,https://xm.58.com/ershoufang/44481840501516x.shtml,260,27853元/㎡,翔安,洪琳湖五里15-31号,4室2厅3卫,93.35㎡,南北, 否 ,低层(共18层),毛坯,70年产权,2015年,联合博学园二期,30708.0元/㎡,1.7元/平米/月,2.2,40,500
788,国贸天悦对面龙湖春江郦城复式103平j4房随时看?,https://xm.58.com/ershoufang/44413072785699x.shtml,358,34873元/㎡,集美,杏北七里1-21号,4室2厅2卫,102.66㎡,南北, 否 ,中层(共32层),精装修,70年产权,2017年,龙湖春江郦城(一期),39294.0元/㎡,3.0元/平米/月,4.35,35,800
789,3室2厅91.54平方米朝南?,https://xm.58.com/ershoufang/44438435097859x.shtml,368,40202元/㎡,集美,"滨水三里1-33,42-44号",3室2厅1卫,91.54㎡,南, 否 ,高层(共28层),精装修,70年产权,2014年,水晶湖郡(一期公寓),40584.0元/㎡,2.2元/平米/月,2.19,30,4053
790,小龙安家 高楼层大阳台 享受蓝天碧海对望双鱼岛 ?,https://xm.58.com/ershoufang/44422793981837x.shtml,73.6,9200元/㎡,厦门周边,南滨大道,2室2厅1卫,80.0㎡,南, 否 ,中层(共32层),毛坯,70年产权,2016年,永鸿厦门湾1号,9545.0元/㎡,1.9元/平米/月,2.7,25,502
791,劲爆 区政府对面188万电梯三房 零公摊 划片市?,https://xm.58.com/ershoufang/44447089853979x.shtml,188,25874元/㎡,翔安,祥福三里1-19、31-50号,3室2厅1卫,72.66㎡,北, 否 ,中层(共17层),精装修,70年产权,2013年,祥福三里小区,25175.0元/㎡,0.8元/平米/月,1.06,40,100
792,02年小区 读湖里中学 带电梯三房高层，业主自住?,https://xm.58.com/ershoufang/44434423377937x.shtml,400,47059元/㎡,湖里,兴隆路7、11、13号,3室2厅2卫,85.0㎡,东, 否 ,中层(共12层),简单装修,70年产权,2000年,信达大厦,42305.0元/㎡,0.8元/平米/月,4.1,30,250
793,杏林南路 2室2厅1卫 66.0平米 185.0?,https://xm.58.com/ershoufang/44490348556699x.shtml,185,28031元/㎡,集美,南浦路61-69号,2室2厅1卫,66.0㎡,南北, 否 ,中层(共9层),简单装修,,2005年,海湾明珠,28637.0元/㎡,1.2元/平米/月,1.9,30,100
794,捡漏房源来了，降价20万，宝嘉单价2.6万，省级?,https://xm.58.com/ershoufang/44432609764634x.shtml,302,26105元/㎡,翔安,祥福六里51-70号,3室2厅2卫,115.69㎡,南北, 否 ,中层(共32层),精装修,70年产权,2013年,宝嘉拉德芳斯,29904.0元/㎡,1.98元/平米/月,2.3,30,100
795,捡漏 降价10万 赠送15平 禹洲大学城 双阳台?,https://xm.58.com/ershoufang/44414333247374x.shtml,183,21280元/㎡,同安,美人山一里2-28号,2室2厅1卫,86.0㎡,东南, 否 ,低层(共35层),精装修,70年产权,2011年,禹洲大学城,24476.0元/㎡,1.6元/平米/月,4.5,35,1100
796,好房推荐！欣盛丰森林海，高层116平大三房，空户?,https://xm.58.com/ershoufang/44491044588198x.shtml,299,25781元/㎡,同安,海城六里1-10号,3室2厅2卫,115.98㎡,南北, 否 ,中层(共30层),毛坯,70年产权,2018年,欣盛丰森林海,25364.0元/㎡,3.9元/平米/月,2,40,471
797,万科好房 低总价 满五  可免个税 能省几万块 ?,https://xm.58.com/ershoufang/44489931210792x.shtml,163,22159元/㎡,翔安,舫阳西一里1-108号,2室2厅1卫,73.56㎡,南, 否 ,低层(共35层),精装修,70年产权,2012年,万科金色悦城,22399.0元/㎡,1.9元/平米/月,2,38,500
798,枋湖 国贸阳光 幸福生活  电梯高层 欧式精装三?,https://xm.58.com/ershoufang/44135178652050x.shtml,435,46149元/㎡,湖里,仙岳路1933-1937号,3室2厅1卫,94.26㎡,西南, 否 ,中层(共29层),精装修,70年产权,2008年,第二城快乐天地,48493.0元/㎡,1.6元/平米/月,4,10,10
799,08年电梯2房，读省优槟榔小!南湖公园旁!售34?,https://xm.58.com/ershoufang/44455533466400x.shtml,340,75122元/㎡,思明,东明路12-28号,2室1厅1卫,45.26㎡,南, 否 ,中层(共31层),简单装修,70年产权,2007年,南湖中祥大厦,74666.0元/㎡,1.7元/平米/月,7.8,30,750
800,建发住宅海玥和鸣 3室2厅2卫 近地铁 人气楼盘?,https://xm.58.com/ershoufang/44479947988902x.shtml,258,30000元/㎡,海沧,"东孚东二路,近东孚南路",3室2厅2卫,86.0㎡,南, 是 ,,精装修,,,建发住宅海玥和鸣,30000.0元/㎡,0.0元/平米/月,2.79,35,949
801,隧道口 对望五缘湾 楼下大型商场 总价248万起?,https://xm.58.com/ershoufang/44477656787874x.shtml,284,27844元/㎡,翔安,"434县道,近滨海东大道",3室2厅2卫,102.0㎡,南, 是 ,,精装修,,2021年,前海湾,29163.0元/㎡,3.5元/平米/月,3,35,802
802,东向看公园全景 可改3房 福园公寓 满二年 公摊?,https://xm.58.com/ershoufang/44145228676258x.shtml,388,47422元/㎡,湖里,嘉禾路390号,2室2厅1卫,81.82㎡,东, 否 ,中层(共18层),精装修,70年产权,2005年,福园公寓,50919.0元/㎡,1.3元/平米/月,0,31,80
803,莲前卧龙晓城BRT旁金鸡亭西林路每平3.68万岛?,https://xm.58.com/ershoufang/44027341091847x.shtml,556,36851元/㎡,思明,西林路2-12号,4室2厅2卫,150.88㎡,东南, 否 ,中层(共7层),简单装修,70年产权,1998年,西林路2-12号小区,36535.0元/㎡,0.0元/平米/月,0,0,10
804,捡漏！有出价我就卖，小区电梯高层朝南三房，明厨明?,https://xm.58.com/ershoufang/44167401993633x.shtml,458,55854元/㎡,思明,东浦路75-79号,3室2厅1卫,82.0㎡,南北, 否 ,中层(共17层),精装修,70年产权,2006年,东浦花园,55853.0元/㎡,1.3元/平米/月,0,15,240
805,万科广场 92平 精装电梯房 214万 3室2厅?,https://xm.58.com/ershoufang/44469541735831x.shtml,214,23244元/㎡,集美,珩山一里1-12号,3室2厅1卫,92.07㎡,南北, 否 ,高层(共42层),精装修,70年产权,2016年,万科广场,23264.0元/㎡,3.38元/平米/月,5.15,20,1000
806,嘉禾路莲花路口地铁站，香江大花园电梯高层，空户实?,https://xm.58.com/ershoufang/44433620376740x.shtml,638,48703元/㎡,思明,嘉禾路104号、106号、108号,4室2厅3卫,131.0㎡,东北, 否 ,高层(共35层),简单装修,70年产权,1994年,香江大花园,54311.0元/㎡,0.8元/平米/月,3,25,50
807,嘉庚体育馆 新华都 大润发国贸集悦 大两房双阳台?,https://xm.58.com/ershoufang/44455625981702x.shtml,339,34243元/㎡,集美,乐天路83-87号,2室2厅1卫,99.0㎡,南北, 否 ,中层(共33层),精装修,70年产权,2016年,国贸商城集悦,32493.0元/㎡,1.5元/平米/月,4.19,25,150
808,IOI园博湾  精装修 看中可谈  诚心出售?,https://xm.58.com/ershoufang/44443822203424x.shtml,418,34834元/㎡,集美,园博六里1-43号,3室2厅1卫,120.0㎡,南北, 否 ,低层(共31层),精装修,70年产权,2013年,IOI园博湾,36194.0元/㎡,2.5元/平米/月,2.6,30,600
809,漳州港芯云谷旁 读厦大附中 鸿源海景城大三房 临?,https://xm.58.com/ershoufang/44455479799184x.shtml,105,9460元/㎡,厦门周边,巢湖路3号,3室2厅2卫,111.0㎡,南北, 是 ,中层(共39层),毛坯,70年产权,2018年,鸿源海景城,8797.0元/㎡,0.0元/平米/月,1,25,1000
810,看中好谈 联发花园 松柏二小 花园小区 南北精装?,https://xm.58.com/ershoufang/44271248182663x.shtml,560,58334元/㎡,思明,仙岳路552-578号,4室2厅2卫,96.0㎡,南北, 否 ,高层(共7层),精装修,70年产权,2006年,联发花园,57609.0元/㎡,1.2元/平米/月,0,0,150
811,读一小 3室2厅 满五 高端装修?,https://xm.58.com/ershoufang/44465826852892x.shtml,408,43405元/㎡,湖里,南山路253-356号,3室2厅1卫,94.0㎡,南北, 否 ,中层(共7层),精装修,70年产权,1996年,康乐新村一期,42578.0元/㎡,0.6元/平米/月,0,0,500
812,150平华孚花园满五精装修楼层好视野无遮?,https://xm.58.com/ershoufang/44413523425444x.shtml,535,35551元/㎡,思明,龙山南路251-269号,3室2厅2卫,150.49㎡,南北, 否 ,低层(共9层),精装修,70年产权,1998年,华孚花园,47945.0元/㎡,0.6元/平米/月,0,40,201
813,新房源 圣 地亚哥 东南精装二房二厅双阳台 读漳?,https://xm.58.com/ershoufang/44400280632727x.shtml,110,13787元/㎡,厦门周边,角嵩路2号,2室2厅1卫,79.79㎡,东南, 否 ,低层(共18层),精装修,70年产权,2010年,圣地亚哥,13499.0元/㎡,1.5元/平米/月,1.5,60,2000
814,急售房源  幸福生活 配套齐全 电梯大三房 送入?,https://xm.58.com/ershoufang/44128003649440x.shtml,579,42788元/㎡,湖里,祥店里2-10号,3室2厅2卫,135.32㎡,南北, 否 ,低层(共12层),简单装修,70年产权,2008年,第二城幸福生活,48065.0元/㎡,1.6元/平米/月,3.38,40,500
815,看！单价6xxx带200平大露台，总价便宜。附中?,https://xm.58.com/ershoufang/44488916814740x.shtml,59,6414元/㎡,厦门周边,宁根路5号,2室2厅2卫,92.0㎡,东南, 否 ,低层(共26层),毛坯,70年产权,2015年,静海湾,7619.0元/㎡,1.6元/平米/月,2,30,500
816,集美 禹洲精装2房 业主换房降价急售 首付45万?,https://xm.58.com/ershoufang/44468555159556x.shtml,175,20565元/㎡,同安,美人山一里2-28号,2室2厅1卫,85.1㎡,东北, 否 ,中层(共33层),精装修,70年产权,2012年,禹洲大学城,24476.0元/㎡,1.6元/平米/月,4.5,35,1100
817,海沧龙池云龙海岸三期精装3房业主换房出售读金山小?,https://xm.58.com/ershoufang/44491467062809x.shtml,105,12324元/㎡,厦门周边,崎巷路22号,3室2厅1卫,85.2㎡,南, 否 ,中层(共16层),精装修,70年产权,2012年,云龙海岸三期,12989.0元/㎡,1.0元/平米/月,0,31,1000
818,思明实 验二小旁 万寿假日公寓 正规4房 南北全?,https://xm.58.com/ershoufang/44181564635041x.shtml,658,57218元/㎡,思明,万寿路20-36号,4室2厅2卫,115.0㎡,南北, 否 ,低层(共7层),精装修,70年产权,1998年,假日万寿公寓(一期),68653.0元/㎡,0,0,"
                                            ",
819,日新路 2室2厅1卫 52.0平米 133.00?,https://xm.58.com/ershoufang/44490382684161x.shtml,133,25577元/㎡,集美,日新路11号,2室2厅1卫,52.0㎡,北, 否 ,高层(共8层),简单装修,,2007年,广宇公寓,25960.0元/㎡,1.5元/平米/月,0,0,500
820,融侨观澜 4室2厅2卫 安全性高 人气楼盘 车位?,https://xm.58.com/ershoufang/44478269848461x.shtml,314,28036元/㎡,集美,"灌口大道,近松林路",4室2厅2卫,112.0㎡,东南, 是 ,,精装修,70年产权,2020年,融侨观澜,34388.0元/㎡,0.0元/平米/月,2.4,35,1000
821,岳阳小区 2房 南北 随时看房 读仙岳小学 外国?,https://xm.58.com/ershoufang/44259964307724x.shtml,295,45723元/㎡,思明,岳阳西里1-191号,2室1厅1卫,64.52㎡,南北, 否 ,高层(共7层),精装修,70年产权,1996年,岳阳西里,44628.0元/㎡,1.2元/平米/月,0,30,2000
822,新出文屏山庄二期 走三楼 三房朝南双阳台  满5?,https://xm.58.com/ershoufang/43949324842890x.shtml,439,42939元/㎡,思明,文屏路59-123号,3室2厅2卫,102.24㎡,西南, 否 ,中层(共8层),精装修,70年产权,2003年,文屏山庄(二期),47452.0元/㎡,0.5元/平米/月,0,0,5
823,附.小旁 做3房 客厅朝南 招商假日356 漳州?,https://xm.58.com/ershoufang/44456138312712x.shtml,90,10542元/㎡,厦门周边,南江路25号,3室2厅1卫,85.38㎡,西南, 否 ,中层(共18层),精装修,70年产权,2013年,招商假日365,10579.0元/㎡,1.5元/平米/月,2.75,44,1300
824,看海高层复试。看南太武山 赠大露台，苏格兰附.小?,https://xm.58.com/ershoufang/44421559522567x.shtml,145,8766元/㎡,厦门周边,天山路3号,4室2厅4卫,165.43㎡,南北, 否 ,高层(共18层),毛坯,70年产权,2015年,永鸿尚海湾,10220.0元/㎡,1.2元/平米/月,1.4,41,500
825,03年 地铁3号线 电梯边套 无按揭  通风杠杠?,https://xm.58.com/ershoufang/44425309324056x.shtml,125,44643元/㎡,湖里,华荣路60-88号,1室0厅1卫,28.0㎡,北, 否 ,低层(共12层),简单装修,70年产权,2002年,欣华花园,42504.0元/㎡,1.0元/平米/月,0,0,100
826,品质好房！ 罗宾森广场 朝南3房 安静不沿街?,https://xm.58.com/ershoufang/44216090876174x.shtml,665,67892元/㎡,思明,厦禾路889-897号,3室2厅2卫,97.95㎡,南北, 否 ,中层(共31层),精装修,70年产权,2011年,罗宾森璀璨新城(一期),67804.0元/㎡,2.0元/平米/月,8.9,30,2000
827,捡漏 急售好谈 楼中楼产权241平使用300平 ?,https://xm.58.com/ershoufang/44469299788064x.shtml,1010,41967元/㎡,思明,仙岳路241-243号,5室2厅4卫,240.67㎡,南北, 否 ,高层(共25层),简单装修,70年产权,2006年,益田海景大厦,49575.0元/㎡,1.2元/平米/月,5,25,500
828,特房开发商打造 公摊小电梯大三房 一梯两户黄 今?,https://xm.58.com/ershoufang/44369530926099x.shtml,468,35455元/㎡,湖里,昌宾路23-49号,3室2厅2卫,132.0㎡,南北, 否 ,中层(共10层),简单装修,70年产权,2003年,特祥苑,36660.0元/㎡,0.8元/平米/月,0,0,60
829,读槟榔 福津大街 南北三房 自住装修 采光充足 ?,https://xm.58.com/ershoufang/44469287335199x.shtml,550,44716元/㎡,思明,凤屿路358-380号,3室2厅2卫,123.0㎡,南, 否 ,高层(共9层),简单装修,70年产权,2000年,"福津大街五,六节点",46250.0元/㎡,1.0元/平米/月,0,0,5
830,3室2厅175.35平方米朝南北?,https://xm.58.com/ershoufang/44366639408649x.shtml,880,50186元/㎡,思明,民族路56号,3室2厅2卫,175.35㎡,南北, 否 ,高层(共8层),精装修,70年产权,1998年,海滨花园,49665.0元/㎡,0.9元/平米/月,0,0,100
831,城南旁在建地铁口精准三房?,https://xm.58.com/ershoufang/44426580403457x.shtml,170,15033元/㎡,同安,双吉路102-164号,3室2厅2卫,113.09㎡,南北, 否 ,高层(共6层),精装修,70年产权,2004年,同安大唐世家六期,18587.0元/㎡,1.2元/平米/月,2.1,45,50
832,流芳里小区，两厅户型，天台独立使用，置换急售！?,https://xm.58.com/ershoufang/44411309256732x.shtml,480,49485元/㎡,思明,流芳里1-65号,3室2厅2卫,97.0㎡,南北, 否 ,高层(共6层),简单装修,70年产权,1989年,流芳里1-65号小区,55269.0元/㎡,0.5元/平米/月,0,0,200
833,3室2厅100.53平方米朝南北?,https://xm.58.com/ershoufang/44360309920805x.shtml,380,37800元/㎡,湖里,金山西里11-133号,3室2厅2卫,100.53㎡,南北, 否 ,高层(共6层),简单装修,70年产权,2001年,金山小区,45134.0元/㎡,1.0元/平米/月,1.28,42,1000
834,台湾街 江头菜市场楼上 正规大3房 全明户型采光?,https://xm.58.com/ershoufang/44194635287177x.shtml,310,36471元/㎡,湖里,台湾街14-26号,3室2厅1卫,85.0㎡,南北, 否 ,高层(共8层),精装修,70年产权,2000年,江头工商局宿舍,36470.0元/㎡,1.3元/平米/月,0,0,20
835,永升新城三期.带电梯.3室2厅全明. 113平.?,https://xm.58.com/ershoufang/44280554904068x.shtml,438,38762元/㎡,湖里,"嘉兴里1-58号,嘉园里1-47号",3室2厅2卫,113.0㎡,南, 否 ,高层(共9层),精装修,70年产权,2002年,永升新城,40518.0元/㎡,1.2元/平米/月,2.39,42,500
836,婚房 首付65万买三房 龙腾花园一期 地铁口 永?,https://xm.58.com/ershoufang/43972761293980x.shtml,348,37022元/㎡,湖里,悦华路163-193号,3室2厅1卫,94.0㎡,东西, 否 ,高层(共8层),简单装修,70年产权,2000年,龙腾花园(一期),35327.0元/㎡,0.75元/平米/月,1.86,42,80
837,南北精典三房地铁口十佳社区永升新城二期有学位?,https://xm.58.com/ershoufang/44194986468894x.shtml,328,38140元/㎡,湖里,"嘉兴里1-58号,嘉园里1-47号",3室2厅1卫,86.0㎡,南, 否 ,高层(共8层),简单装修,70年产权,2000年,永升新城,40518.0元/㎡,1.2元/平米/月,2.39,42,500
838,莲花玉亭里小区，12年学校一条龙，三房两厅豪装，?,https://xm.58.com/ershoufang/44477511729171x.shtml,458,55175元/㎡,思明,玉亭里1-13号,3室2厅1卫,83.01㎡,南北, 否 ,高层(共6层),豪华装修,70年产权,1990年,玉亭里1-13号小区,56220.0元/㎡,0.7元/平米/月,0,0,70
